n_estimators,segment_length,mean_accuracy,mean_f1
600,1.0,0.9030335759002451,0.9048812521272037
600,1.5,0.9049423562900383,0.9073623674306959
600,2.0,0.8941506893856852,0.8967446028080254
600,2.5,0.891623074977705,0.8945187644573611
600,3.0,0.8922599795019235,0.8952744022141517
600,0.3,0.903694489921779,0.9052432209308374
600,0.6,0.9011308232379989,0.902622530026312
600,0.1,0.8906692881133778,0.8927369693120573
