a,segment_length,mean_accuracy,mean_f1
,1.0,0.8421934843497756,0.8512591791447706
,1.5,0.8428323981165095,0.8518329018026984
,2.0,0.8371321390700059,0.8467208116911518
,2.5,0.8409416628795296,0.8500902106275545
,3.0,0.836503233486023,0.8470008149262862
,0.3,0.8231919384373164,0.8354298319788475
,0.6,0.8358643323958981,0.8476155515608745
